(1, [50], 63.40714041392008) 
(1, [100], 60.185200214385986) 
(1, [150], 63.62441817919413) 
(1, [200], 64.51971260706584) 
(1, [250], 73.04549352327983) 
(1, [300], 74.55885299046834) 
(1, [350], 91.89829238255818) 
(1, [400], 95.82352781295776) 
(1, [450], 97.27811455726624) 
(1, [500], 128.95183642705283) 
(1, [550], 128.06284546852112) 
(1, [600], 124.09499820073445) 
(1, [650], 136.11962207158408) 
(1, [700], 175.37224666277567) 
(1, [750], 199.88413182894388) 
(1, [800], 197.44210998217264) 
(1, [850], 213.6938649813334) 
(1, [900], 209.21974500020346) 
(1, [950], 242.01819578806558) 
